protocol_id,packet_sha256,text_hash,label,sample_id,audio_sha256,reviewer_pseudo_id,review_status,intelligible,russian_audible,lexical_content_preserved,severe_artifacts_absent,notes
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,59e6a83a9866412c12d3daf0d235d990e43548ef07c32eb2dd25baf5d5e3c3dc,00c277db7c60609c7fa5930f0b04f9b4383cc75b3668635cf8873d50025da117,bonafide,voxforge_ru_mdc_2026_05:submission:51ab27109362e7d087175ef3e148a7e7fc0dd1a7d8692c8e6639af96708aa008:prompt:ru_0036,ed23fa183342f5e9f2fcfb3d3852b0622b3db4e1f5c64739b39ddb995d061df8,reviewer_b,inconclusive,unknown,unknown,unknown,unknown,
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,59e6a83a9866412c12d3daf0d235d990e43548ef07c32eb2dd25baf5d5e3c3dc,00c277db7c60609c7fa5930f0b04f9b4383cc75b3668635cf8873d50025da117,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:aa804f6359e391398a61,560daa60f238f034976214a75e9ef3f4c6b2704ccf6b9b6c6599648e7eb20b07,reviewer_b,inconclusive,unknown,unknown,unknown,unknown,
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,59e6a83a9866412c12d3daf0d235d990e43548ef07c32eb2dd25baf5d5e3c3dc,015a1134b7366e048694b683ad700ddd0f81c705298569853f35f73121920935,bonafide,voxforge_ru_mdc_2026_05:submission:4528e294049931237f06fb8025ac2fde59c1b50317568c54d0eebb0044992eff:prompt:ru_0082,7890c936627fced8052c8d95ebda1bf48a2ba28474aa0955ac810d6e85ad4798,reviewer_b,inconclusive,unknown,unknown,unknown,unknown,
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,59e6a83a9866412c12d3daf0d235d990e43548ef07c32eb2dd25baf5d5e3c3dc,015a1134b7366e048694b683ad700ddd0f81c705298569853f35f73121920935,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:9f1c2791e1aecb233250,11d1939c6ac614b33bc6a2dd72118527b27849ebc8ad42ec55b19f30ff501ffa,reviewer_b,inconclusive,unknown,unknown,unknown,unknown,
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,59e6a83a9866412c12d3daf0d235d990e43548ef07c32eb2dd25baf5d5e3c3dc,02f2a226fffc0a3c60dd02f9f4f1adee5136aa922b4ff65e003b0fd11a2c16bf,bonafide,voxforge_ru_mdc_2026_05:submission:7a382aafc7ad8e2c266997b2e4862dfbc87ed89c5364188ef8b1d09a088cb867:prompt:ru_0043,574c3b1d4096825ed534176a1708a5e5b2c95def8a90258b2187c4363d8de96e,reviewer_b,inconclusive,unknown,unknown,unknown,unknown,
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,59e6a83a9866412c12d3daf0d235d990e43548ef07c32eb2dd25baf5d5e3c3dc,02f2a226fffc0a3c60dd02f9f4f1adee5136aa922b4ff65e003b0fd11a2c16bf,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:d31af336a941b5bb2812,2f8df7f5ceb6b4feb5631a090cece77bd6e372e3ce6408d388b9e2da269c0fbe,reviewer_b,inconclusive,unknown,unknown,unknown,unknown,
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,59e6a83a9866412c12d3daf0d235d990e43548ef07c32eb2dd25baf5d5e3c3dc,032ca5e9a5158ae437074ad928a40d019e66aa4f04ad21f2a3ef5acd35d1029e,bonafide,voxforge_ru_mdc_2026_05:submission:fe4d774c3f4c3b4ed5fe1c7b5c1f95d92d97ef62060d33cab5c72c1eda59c5d4:prompt:ru_0045,51a8b7d595bded5a9b9473ad3d489867eddaae8cdb78f6eadc48ebdbd8048c3e,reviewer_b,inconclusive,unknown,unknown,unknown,unknown,
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,59e6a83a9866412c12d3daf0d235d990e43548ef07c32eb2dd25baf5d5e3c3dc,032ca5e9a5158ae437074ad928a40d019e66aa4f04ad21f2a3ef5acd35d1029e,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:6160432224675a1c42f8,3ca1af800c976de7507fff1b62619f783d4915c79e51207b8aab81f07d64e238,reviewer_b,inconclusive,unknown,unknown,unknown,unknown,
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,59e6a83a9866412c12d3daf0d235d990e43548ef07c32eb2dd25baf5d5e3c3dc,03e27fb4aaef118ebde94b602a917c86d9dee8f8f0b33160ea27103fcdc81920,bonafide,voxforge_ru_mdc_2026_05:submission:28029c59eb2cee73e20a2d98485437f662607acbc4d16b5db56edd7847250970:prompt:ru_0037,e578ed37a66524b1ead1395468eced2bbf09120323c1dd083734bc0ebc2587c6,reviewer_b,inconclusive,unknown,unknown,unknown,unknown,
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,59e6a83a9866412c12d3daf0d235d990e43548ef07c32eb2dd25baf5d5e3c3dc,03e27fb4aaef118ebde94b602a917c86d9dee8f8f0b33160ea27103fcdc81920,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:5f1e809e8e6b71b22666,7985ac66a88f14c5b216c1621c8d72c3c24d42c68d67c66aa6f5eaeb5489684f,reviewer_b,inconclusive,unknown,unknown,unknown,unknown,
