protocol_id,text_hash,label,sample_id,relative_path,audio_sha256,input_transcript
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,00d78959ddf3e53dc29a3742d53cfcfc85a1ddebf3656934216242539849ca35,bonafide,common_voice_ru_v24:common_voice_ru_25836924,processed/5a/5ac92fe647d3685598c65f507054fb8a2cccb47e669db6b6995470187b207fa6.wav,ff48ca1ef6fa481cd63d655b1bd77053d894c7f18502c08163e723ceb9a8a7e2,Южный Судан займет достойное место среди сообщества суверенных государств.
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,00d78959ddf3e53dc29a3742d53cfcfc85a1ddebf3656934216242539849ca35,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:63218f16464db77de21e,processed/88/88946f41a4540579ffef20a42bd6149a750391822d5586b903b06c6e75227fe6.wav,8da90ecb6578a82d6765b94dbd8fd2aefc8381a47263b4126168358bdb41cc6f,Южный Судан займет достойное место среди сообщества суверенных государств.
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,02465160549355a4e80dad614ca7745a9df014484658df7ba9692bc3e7073311,bonafide,common_voice_ru_v24:common_voice_ru_20200314,processed/a4/a4fa232648b47bade6acf1ba9a6ad699445f45f29cc543e19e47d94f7a7a6c11.wav,97b602ace055ffa2d376816cc4cafeb22f1acf4c11d496da3b038e36fae1b0ec,"Именно рынок стимулирует незаконный оборот наркотиков, и этот рынок находится здесь."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,02465160549355a4e80dad614ca7745a9df014484658df7ba9692bc3e7073311,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:18576780e00da2f8f1c7,processed/c7/c7f6a03964f4e91f5f060c30394c2acfdc9e4c4d63d9161447c27c8bb2dd82e3.wav,d4cc1f150d8622d054b9e6fd28d7342677ea0efe29b15b41310fe8d75d51d9ce,"Именно рынок стимулирует незаконный оборот наркотиков, и этот рынок находится здесь."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,08132a5829906d007af02d8e465064faa31dc3d3eb0f48e4a1c3683f3c31c028,bonafide,common_voice_ru_v24:common_voice_ru_26908262,processed/22/22dbeb39f6637aa37ad06d18284f75279b78ff88946267a28fc401f0bd45c9d8.wav,0c24926587fcfbb9232db8aa95f123afee0fcd7c9a1b7254cb6b1ae861300519,Вот уже восьмой год подряд Секретариату предлагают рассмотреть этот вопрос.
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,08132a5829906d007af02d8e465064faa31dc3d3eb0f48e4a1c3683f3c31c028,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:da457eeaf80cd7ae828f,processed/e0/e0df3beeb79a41ef8c0d314fcd12b9ac133e9e75a965fe0b5b8f4ee2cf90d5de.wav,1c0262c92121293dec57d92d947d6510aec0d73f15e91d314b53c0287eb61812,Вот уже восьмой год подряд Секретариату предлагают рассмотреть этот вопрос.
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,090fe38c6c91e49baccfe0790cecdae7cb6df9018b9f26e4b09aaee4ffc16558,bonafide,common_voice_ru_v24:common_voice_ru_20399801,processed/a5/a5851f2aa33e32ac12965dade9ecb7e8e5a6887e355c6bbdc3ed02727beef8a9.wav,e95ffcc7a6e014bc2523dbdde24599681226cfb76a748c34402b5e11550a85b4,Руководящие принципы взаимодействия между Генеральной Ассамблеей и Советом Безопасности определяются Уставом Организации Объединенных Наций.
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,090fe38c6c91e49baccfe0790cecdae7cb6df9018b9f26e4b09aaee4ffc16558,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:f186bc62462251fe66db,processed/5e/5e1270a2c7cd39aad1bb5abc52e725361d90e3b6d7fb28a3a4eb709ffd22f3d6.wav,e3e91821ce6b17153a17d123de1204263586137c36676ed309db62e2d7c6462b,Руководящие принципы взаимодействия между Генеральной Ассамблеей и Советом Безопасности определяются Уставом Организации Объединенных Наций.
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,0d74ec6d7ff71e383e121880b8da45ad464dac2a05647f3abcdec6992b7624ac,bonafide,common_voice_ru_v24:common_voice_ru_37449138,processed/49/499f42316f5c1f7766778e3a56c3405a46f64db913fd1ad771a3780f90dfb354.wav,1eaa2dcb72f48381a64d7c26cffee43324ceb00ea8f77bff9ad5e58614db554b,"Если нет возражений, я буду считать, что Комиссия принимает пересмотренную программу работы."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,0d74ec6d7ff71e383e121880b8da45ad464dac2a05647f3abcdec6992b7624ac,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:a3e5c0ff7fcf594a2ce2,processed/df/dfdef9dd261bc16822b9bf928065e5452b6b50c3946a639129797d3ee0e1a6be.wav,8ef7d719aa9064437452b1bbc86219b911aa477cb6cbb410ffbc02a11944b79b,"Если нет возражений, я буду считать, что Комиссия принимает пересмотренную программу работы."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,14e464b0c3e6b7818568b9a8fd16116952f7d91d2bcf4e948b9406844c234c52,bonafide,common_voice_ru_v24:common_voice_ru_19493072,processed/13/1314ff042e366f19a7dad4522152b232aedb26cb991cd45dfc96a6cb080e17d7.wav,fc43c64ce1214297a2f513c8103ad77e00f2197f85a522292324409a75f6a1da,До сих пор наша совместная работа была сосредоточена на городских районах.
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,14e464b0c3e6b7818568b9a8fd16116952f7d91d2bcf4e948b9406844c234c52,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:5e0f54e6d1eae16fcb12,processed/8d/8d738088162810da5a4e9968a7b3b9d3b20bb4ee7e2b01a66c2f1f50c96a99cb.wav,df72e5c0ff8fd4f7b0413b10096b512e69ea41b249eef956f5a308b8e59dd7a6,До сих пор наша совместная работа была сосредоточена на городских районах.
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,177d223cd941f61ed2aab646619c86bf2fb35cdc3b25b9a62bcaf5301e865012,bonafide,common_voice_ru_v24:common_voice_ru_28902791,processed/c2/c212e4972871379c84bea01b45a9585271890e7be8819c37af9c8e528fab842d.wav,627368ed96c189207ecdfd6babc5bcf6ec2e0426958ec18c3d372c03f8a27160,"И я слышал, как он звякал ключами, отпирая какой-то ящик."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,177d223cd941f61ed2aab646619c86bf2fb35cdc3b25b9a62bcaf5301e865012,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:14d2a78b1fb0aa2f885e,processed/f6/f6b5213d27321790d2c589ff6b10bc4696271a6c5241b7e7cfa9eab972cd4d92.wav,7687a2f81ebf668abfa87f59792f848df50675ea63b93313a1fe70633942a6fb,"И я слышал, как он звякал ключами, отпирая какой-то ящик."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,1d4662357af932426cf59f806702de5e18e5ac7e65c611510fe7ae43ca38d6d2,bonafide,common_voice_ru_v24:common_voice_ru_31868716,processed/bf/bf28ca7738c3a5618193c9d4996709a39b422577c98e2251d041d6a3a40a229d.wav,cbea30c588b0f6fab7e8c92c0491af31ee524fdc3acd4d9ce448ed8441c8193e,"Эти грани, как ветерки, летят в пустую строку-трубу."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,1d4662357af932426cf59f806702de5e18e5ac7e65c611510fe7ae43ca38d6d2,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:4d14b3319d0fab89fd8d,processed/59/59eede8c317e9db856884c9780ad81be9fbeb3ec9df1a6153a68856aa38a1d1d.wav,5f1d3749bf5b89de67762d8df5044e052762f962a4dee85c86716e05b7e3202d,"Эти грани, как ветерки, летят в пустую строку-трубу."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,1f2b4be21d8c43d3bf7d2602e1c736c61cf32a9a25cd5ef4249cae2e213626ae,bonafide,common_voice_ru_v24:common_voice_ru_26824491,processed/6a/6aaa163e8574c0565eeab1db2f8c4feed1fda15cac9c7db74627ff2ef34f3ab6.wav,5ea8caa6bd993305694a9d260b18b0ae58c5a45999735575dfb21162e562ac3e,"Мы всегда старались быть, и являемся, источником стабильности в различных странах Персидского залива."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,1f2b4be21d8c43d3bf7d2602e1c736c61cf32a9a25cd5ef4249cae2e213626ae,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:d78382ff8f3c109b7bc4,processed/2f/2f115dc011f2d68060ce3a37295f62a53f772495221b6843ccbcc85eea763858.wav,1c9a7b03a3e826aacffae164bac41c940eaf1ba5af80eb6a597577e4c4733d6c,"Мы всегда старались быть, и являемся, источником стабильности в различных странах Персидского залива."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,239e8a95ab74f6aec8c1887fab13987ae06e587aa8c695441f5971750209adfe,bonafide,common_voice_ru_v24:common_voice_ru_20294701,processed/6c/6c2b91077787a9f479d060266542aa5dc8a3e90e73ff1b043499de883391f205.wav,edd89f5b537c683733b24700aed38d7521b12e3cde3c0501832194661093c05a,"Контроль во всех его аспектах, включая роль Организации Объединенных Наций в области контроля."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,239e8a95ab74f6aec8c1887fab13987ae06e587aa8c695441f5971750209adfe,spoof,stage_d_ru_dialogs_vits2_masha_neutral_v1:f206edae0c363fbe5eea,processed/32/324a9e960dd898a80c4f485f90bf40df5acc235a7cc4741e5001485bab084793.wav,7cd30f6e22ff8c851c15c5250320a4e586a6b310b304465b1513e1eeb8386582,"Контроль во всех его аспектах, включая роль Организации Объединенных Наций в области контроля."
stage-d-dialogs-ru-masha-neutral-acoustic-gate-v1,38e7225e38685642740eb29c3e261feb1360ebded648670774e9e295ada73a61,bonafide,common_voice_ru_v24:common_voice_ru_37710086,processed/de/de5fc84a2e0d0cde2a420f0428a558b2f2711c0ef86ba3ccbcfc264d14f5bece.wav,2ffd7a749cb11fd8b6156048f70c52121ccfc215173e6e44f4070be6400411ad,Конфликт в Котд'Ивуаре вызвал массовые потоки беженцев внутри и за пределами страны.
