protocol_id,text_hash,label,sample_id,relative_path,audio_sha256,input_transcript
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,00c277db7c60609c7fa5930f0b04f9b4383cc75b3668635cf8873d50025da117,bonafide,voxforge_ru_mdc_2026_05:submission:51ab27109362e7d087175ef3e148a7e7fc0dd1a7d8692c8e6639af96708aa008:prompt:ru_0036,processed/b1/b1bd32598105c2973ee60da566ce718da2680e92574671526c16079ca2c51c00.wav,ed23fa183342f5e9f2fcfb3d3852b0622b3db4e1f5c64739b39ddb995d061df8,Внутри этого второго кожаного стёганого яйца находились аппараты наблюдения и движения кислородные баки ящики для поглощения углекислоты полые подушки для инструментов и провизии
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,00c277db7c60609c7fa5930f0b04f9b4383cc75b3668635cf8873d50025da117,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:aa804f6359e391398a61,processed/30/300d718daeb226afa429bb5498284c09d7f548fb578d81c77f96d260f5c351b9.wav,560daa60f238f034976214a75e9ef3f4c6b2704ccf6b9b6c6599648e7eb20b07,Внутри этого второго кожаного стёганого яйца находились аппараты наблюдения и движения кислородные баки ящики для поглощения углекислоты полые подушки для инструментов и провизии
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,015a1134b7366e048694b683ad700ddd0f81c705298569853f35f73121920935,bonafide,voxforge_ru_mdc_2026_05:submission:4528e294049931237f06fb8025ac2fde59c1b50317568c54d0eebb0044992eff:prompt:ru_0082,processed/0a/0a612e1cae82281964cfa0aa6f04cdd7384eb270dfe720b78d9fb8c720fb23f9.wav,7890c936627fced8052c8d95ebda1bf48a2ba28474aa0955ac810d6e85ad4798,Покалывало грудь стучала кровь в виски но дышалось легко воздух был тонок и сух
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,015a1134b7366e048694b683ad700ddd0f81c705298569853f35f73121920935,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:9f1c2791e1aecb233250,processed/f4/f49c0ad624577fad196d3f6beb08b19516bae17a75eb4848af0aa2ab5f921fc9.wav,11d1939c6ac614b33bc6a2dd72118527b27849ebc8ad42ec55b19f30ff501ffa,Покалывало грудь стучала кровь в виски но дышалось легко воздух был тонок и сух
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,02f2a226fffc0a3c60dd02f9f4f1adee5136aa922b4ff65e003b0fd11a2c16bf,bonafide,voxforge_ru_mdc_2026_05:submission:7a382aafc7ad8e2c266997b2e4862dfbc87ed89c5364188ef8b1d09a088cb867:prompt:ru_0043,processed/dc/dc5bfcf35c7272e3865ee9ea70ec02eb7645619925e48e99275797604632dece.wav,574c3b1d4096825ed534176a1708a5e5b2c95def8a90258b2187c4363d8de96e,Лось вкратце рассказал ему об условиях перелёта предупредил о возможном риске
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,02f2a226fffc0a3c60dd02f9f4f1adee5136aa922b4ff65e003b0fd11a2c16bf,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:d31af336a941b5bb2812,processed/ad/ad0a4e1238ac268fb029c6f63e1832e93b51333d77ca2c01ac7a8265a2e4adab.wav,2f8df7f5ceb6b4feb5631a090cece77bd6e372e3ce6408d388b9e2da269c0fbe,Лось вкратце рассказал ему об условиях перелёта предупредил о возможном риске
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,032ca5e9a5158ae437074ad928a40d019e66aa4f04ad21f2a3ef5acd35d1029e,bonafide,voxforge_ru_mdc_2026_05:submission:fe4d774c3f4c3b4ed5fe1c7b5c1f95d92d97ef62060d33cab5c72c1eda59c5d4:prompt:ru_0045,processed/67/674b19d74404f8e0943b48098c188e408a4a82d089de5ad3fdb60563399b8d8d.wav,51a8b7d595bded5a9b9473ad3d489867eddaae8cdb78f6eadc48ebdbd8048c3e,Сначала думали что это следы бурь в магнитных полях земли
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,032ca5e9a5158ae437074ad928a40d019e66aa4f04ad21f2a3ef5acd35d1029e,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:6160432224675a1c42f8,processed/c5/c53d08bc6e6c1f596ccd95d91258f4ed627b988d45b860437573bc6c8ddc600b.wav,3ca1af800c976de7507fff1b62619f783d4915c79e51207b8aab81f07d64e238,Сначала думали что это следы бурь в магнитных полях земли
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,03e27fb4aaef118ebde94b602a917c86d9dee8f8f0b33160ea27103fcdc81920,bonafide,voxforge_ru_mdc_2026_05:submission:28029c59eb2cee73e20a2d98485437f662607acbc4d16b5db56edd7847250970:prompt:ru_0037,processed/0d/0d0dd8b486136f316bdffcf50580c00994df06b06f91c1672e06e2c43c7495e5.wav,e578ed37a66524b1ead1395468eced2bbf09120323c1dd083734bc0ebc2587c6,Таков в общих чертах был принцип движущего механизма это была ракета
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,03e27fb4aaef118ebde94b602a917c86d9dee8f8f0b33160ea27103fcdc81920,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:5f1e809e8e6b71b22666,processed/1e/1ead31819d9f8c5bce1df6a4a1b7b73f8da9dd923457c197cc4285f55d0af6a3.wav,7985ac66a88f14c5b216c1621c8d72c3c24d42c68d67c66aa6f5eaeb5489684f,Таков в общих чертах был принцип движущего механизма это была ракета
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,05a4c32e8a6833c589dddb3eb627e0ec22a5419bb12e7ebf8efbc24a86c6a75e,bonafide,voxforge_ru_mdc_2026_05:submission:7c4dc7f1f7de5e57af1eb3e02350457fd649ed108c0aebd7116306fedf811cf9:prompt:ru_0081,processed/ec/ec20ce199868ef7658be2f1a6ea787ec85b70ab905f4f98b4daef23c7bbaca7d.wav,fd681887eda9448e11adcf74630452056f9682df2263857c0dd432571884fc97,Мышь понемногу ожила подняла нос стала шевелить усами умылась
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,05a4c32e8a6833c589dddb3eb627e0ec22a5419bb12e7ebf8efbc24a86c6a75e,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:2468fff83ae4c258cd17,processed/1b/1b81289a056f7b47575d9312b14b95e86d2b1b15cfc58a6e97a76986a29b6313.wav,2701729b25ddc59a01e2327c4f68d445f2411292a0aacca57891c343efd25b4a,Мышь понемногу ожила подняла нос стала шевелить усами умылась
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,09f3b1605aa5a29e6ae6f1eb5c38be6c0999d7580a90c30069d88ba1308fafaa,bonafide,voxforge_ru_mdc_2026_05:submission:b284c82735638bac2baa8d1ba255dcc90bef435c415a269f03398117a360a13f:prompt:ru_0031,processed/a0/a0ec22b33e42d0f3653a70a3d4cb1b1f6b1e21c632a2686f8826dfe03bd7282c.wav,3b8be89a25c2611d2c14fa63a795acff6f3ec6b1665dd7df5a88bf83342d1c64,Поэтому я кладу на весь перелёт в безвоздушном пространстве шесть семь часов
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,09f3b1605aa5a29e6ae6f1eb5c38be6c0999d7580a90c30069d88ba1308fafaa,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:9c263fddb8602100236d,processed/b7/b790a875881f3e7e947fad914c4a8adf4c4d87e55d12b8c616f8b0606dd0d544.wav,91b18509e012ae7423e13295797247af550b2aabaa47fc123680470f3f2183be,Поэтому я кладу на весь перелёт в безвоздушном пространстве шесть семь часов
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,0ba49054de08c4e46bd7f89d3c1c9fe40841e3b8c96179d4bd6145e45edffbc2,bonafide,voxforge_ru_mdc_2026_05:submission:40ab15715a9016906e603c6dc1e28204297e5c54c4cfa90c94eca9b53ffb25da:prompt:ru_0094,processed/36/365271df134f510a9e81a95f64c538cb8ea14ba28cd9a55956672a543dc75e20.wav,af31cf846e257dfefbd6a0d8d5e2df73388efa3b2badaf9c25983ab4c1fc39ff,Сейчас же второй паук побежал из-за дома к деревьям поднимая коричневую пыльцу и ткнулся в колючую сеть стал биться в ней вытягивая ноги
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,0ba49054de08c4e46bd7f89d3c1c9fe40841e3b8c96179d4bd6145e45edffbc2,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:e806519d214d8823ee92,processed/4a/4a2758f52c8850be8761fe879f07d7502f5407c8c4c46fca3b78ae65c0d7aa37.wav,cbab9eafc50df716b8e8c7ba2e1db9c878dcab253d152e6684196b43e5051bc0,Сейчас же второй паук побежал из-за дома к деревьям поднимая коричневую пыльцу и ткнулся в колючую сеть стал биться в ней вытягивая ноги
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,0c15ca56883ab04e02dcf6bd1904342abbf6bb60545248d39bb4d5ad93e8f668,bonafide,voxforge_ru_mdc_2026_05:submission:553154fd2eff5761d12244ba3c7f1b49259a7805b7558a83598ba7eb9b35857f:prompt:ru_0063,processed/e4/e423bcd671a9bfd8df9452cec0c63276dd82daf1c9edaf3fe702edb3a90f7525.wav,215634ff678a48eeed61a2f0427990b0f31e8a4184ebcca8a2758e0ef6fa6b95,Семь лет меня ни пуля ни штык не могли истребить
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,0c15ca56883ab04e02dcf6bd1904342abbf6bb60545248d39bb4d5ad93e8f668,spoof,voxforge_ru_mdc_qwen3_tts_customvoice_aiden_v1:887c22bad0e4682b052b,processed/e6/e6fee92e8d50dd407fe6f966403c051c52197ff6a7c6208a9bd37edc898308a9.wav,2aa95021b730ace1826eb8936cbaa2adac80cb09d4c8c7417cc4d09768971292,Семь лет меня ни пуля ни штык не могли истребить
voxforge-ru-mdc-qwen3-tts-customvoice-aiden-pre-qa-acoustic-gate-v1,0e679c0c762905542b7fde0bdabaec6e88dbdc217b78fd6c624866da120db5cf,bonafide,voxforge_ru_mdc_2026_05:submission:242190e820951b9fb089c325a24d42a9b723c472fd15cc42025ba39d4b69463b:prompt:ru_0025,processed/c0/c073cc6c0c4cc9f6463764cdc7977c69fe216395359449aafd716c6e9a7ac2bc.wav,e656b2011c43eb3e827650c142e905d4c3ad9112cbce43615106355cc253fa22,Между зубами у них была трава они паслись там где теперь льды
