sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ksc_slr102:5f5a3804031dd,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5f5a3804031dd.flac,cc552c2df9db5b55bcae9282dbc82ba22d893294785d878cb3d4ca778b59f722,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5a3804031dd,6e14a795a43fdb5731bc9deca63666407654ce57701331faa004c079c9e1146f,10.9226875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f60fe07503ab,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5f60fe07503ab.flac,2888a8dfdc9f9c6cdfe6e5caf727d84a03fe9cd9d32f45d5a524342b3c467f41,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60fe07503ab,b7001698fd8524f8448891c283a6aa83d8d6cfb2be8d640763e13d790b5db903,7.168,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5a0ebd7667c,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5f5a0ebd7667c.flac,b80e68d0f326ac0804a2a6471237049f886bdd112184ac0999109d682c49301c,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5a0ebd7667c,e4e9345dab96b682e0ba56cb0e9866b5a231ec0bfc22188338e3a6ea3149fead,9.8986875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f605996ac6af,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5f605996ac6af.flac,b2f0095ac7ea62d35a845a2228b5e2587f4a581dc03c9c9a080c77fb0ab96759,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f605996ac6af,61cb3eb452591a2a2e028b9643a14fd1b87b157e7b2b71692d2cfcfa379abe76,6.0586875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5fa4cc61116f5,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5fa4cc61116f5.flac,44ec02f9a45c352e4de00a352cb29efd19c43d093dd0059ce095035c1a6cefa1,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5fa4cc61116f5,ee31f723956175ce311cc7159ab8504342d43dccbdc1fdbd2522597cf4556478,8.9186875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f6059d81d004,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5f6059d81d004.flac,d8aec6541bfee66cc5080ad810c994ab9462f91887dbc2e50b3344872ae37d74,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f6059d81d004,acd3236dc92ef89500f410d6c05d2678e4e61fe9712d27955e582dd07cb2655a,7.2533125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f61c31c6fcec,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5f61c31c6fcec.flac,4834728774640f9977373e7304e7c4bdd83d5c146a8b9609160834b3f077c530,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f61c31c6fcec,a8f1410b62546fb615c48273c1594a0bb5c59e8eadd5671161e4859853de928e,12.57,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f619167b407e,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5f619167b407e.flac,a1559168e000bb07a113343d9bd2310b732b157160c0f32d2a91bbeb6647b95a,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f619167b407e,4b4bc4fa9a510f0dd014ed380fbd9f42ece2299d52da20601556e18bafa04ec8,8.69,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f61e14926583,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5f61e14926583.flac,c7226c432b83348db99fd849d683283e4a0f0b94bbf7c62f82a40c6a0c4befeb,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f61e14926583,7e3726921ef3c8049dfab6aa746fdaf8876ddfe6e79ee4f3ecbb2973f8a07740,4.6933125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f60c597ad990,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5f60c597ad990.flac,9c3a02c0cc3888054c74cbff5adc79d1a00d6499d59505b850d0cfbcf8e1d07e,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60c597ad990,2a7db736d09981e1d7f422a8d7ee8ef69019f8bb65290365ade19b66bc34a1b5,6.5706875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f60c03a8ea07,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5f60c03a8ea07.flac,c09a015737c8f8ae453dc737f9fd8d1e8d34cc2a23969eea1ce536f1e3fc8e36,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60c03a8ea07,8a79e2c68da6335432e8b42c422d9521584d37746721452194a51d5a427fe5d3,11.8613125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5fab3f55865,raw/ksc_slr102/slices/derived-v2-base-450/Audios_flac/5f5fab3f55865.flac,dbe60cada2103cd52eedd7f2ac6e4740ffb8ac7eb363978ef92e7ec2c95cfa41,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5fab3f55865,3104b5fde97149aba34b86603bae55d49c970288722014238fb2f972496ecea1,3.9013125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
