protocol_id,pairing_receipt_sha256,candidate_manifest_sha256,normalization_plan_sha256,sample_id,language,text_id,source_text_hash,audio_path,audio_sha256,source_text,synthesis_text,synthesis_text_sha256,normalizer_id
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:d6615c804341a5c0ef84,kk,google_fleurs_kk_v1:prompt:1665,0e127cc4b752b1c9fe9541145da8f3abd52baed0fcb7e202ace1a064c0933fe0,data/processed/51/5112fdd96cb0847b12622683aa2490757f86124c82c84c6e3cf444aa4cfe7036.wav,53a46e5ae9cd13562f2aa9ae03d611e8b539e9be2335f3a06fb967712c78ff3f,жылыстаған мәліметтерге сәйкес құжат 1967 жылғы таяу шығыс соғысына дейінгі шекаралары негізінде палестина қалайтын шекаралар дауына қатысты болады,жылыстаған мәліметтерге сәйкес құжат бір мың тоғыз жүз алпыс жеті жылғы таяу шығыс соғысына дейінгі шекаралары негізінде палестина қалайтын шекаралар дауына қатысты болады,10449dd33ba877eec8c3032292f90adb73b76eb88ecb7f41f1007d684bbe3c42,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:a9f396ca186211594f4d,kk,google_fleurs_kk_v1:prompt:1670,1783364515bc23e448b267bfc120e6de4368b724943a4a97773c6a18f7144d54,data/processed/9d/9d4400a21baa6350a1e5654a855a49406c9fdd30a615b7921238e5b0456faeae.wav,d2985d7599eadb16bcfe3892e5a51831de9fa56db7446f43fa1f0cc421cbaeb5,"""олардың температуралық сипаттамалары жер бетіндегі тұрақты температураны сақтайтын үлкен үңгірлер сияқты тұрақты емес бірақ бұл олардың жердегі терең үңгірлерге сәйкес келеді - деді глен кушинг ақш геологиялық қызметі usgs астрогеология тобы және аризона штатының флагстафф қаласында орналасқан солтүстік аризона университетінің мүшесі глен кушинг",олардың температуралық сипаттамалары жер бетіндегі тұрақты температураны сақтайтын үлкен үңгірлер сияқты тұрақты емес бірақ бұл олардың жердегі терең үңгірлерге сәйкес келеді - деді глен кушинг ақш геологиялық қызметі ю эс джи эс астрогеология тобы және аризона штатының флагстафф қаласында орналасқан солтүстік аризона университетінің мүшесі глен кушинг,e52cc6314b44c42b60a0348823866aa63d029157616676f35a43a80b696d57f3,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:997f93d19331b94c6b1b,kk,google_fleurs_kk_v1:prompt:1671,dd102e1edc1141920d6b2c439edf3fb8c5ca36849da65239643a81891f5aa044,data/processed/de/de2a075798cedeabf0937b283f0406ce4f9f6fbb72ad6f9dc9abbc1478c69242.wav,1095d94414818c2cac9ab029892e7e665527cf09c0c56134b935c31e922ad04b,конгресс әдепсіздік бастамасын 2005 қаржы жылынан бастады және фтб ұйымы ересектер порнографиясына қатысты істерге 10 агент бөлуі керектігін көрсетті,конгресс әдепсіздік бастамасын екі мың бес қаржы жылынан бастады және фтб ұйымы ересектер порнографиясына қатысты істерге он агент бөлуі керектігін көрсетті,dfc49d1a3a5c8d725384228088c24f53f6ee6beb0f1c869a09fa004e30a01f5d,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:8e6ef488157eda263782,kk,google_fleurs_kk_v1:prompt:1679,8e2d59b56f2c3af2a2cd0953507e0a9caf5f22bdf9309353cece967e11cc95f2,data/processed/90/906624f5f44065038abca7ddd9426b933938b4e267b16a1778c42019198ca7fa.wav,fec9a872a34da1ccd65d505a8dec43260b553b57e56f4bdf01aa9a8360c38a45,aerosmith турында қалған концерттерінен бас тартты,аэросмит турында қалған концерттерінен бас тартты,924e22afd3ccae4bc8394f4ec56b56c38fd89a7a179049308e4f32a53228eacf,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:5e5a514b7e23588f4f2a,kk,google_fleurs_kk_v1:prompt:1684,2030bbcfd76cce28cb64263e130915d06978ce635c02ceaee780e41f5b3a7f7a,data/processed/29/290d0d0a99298f305d5b45520c319e1fd23a507fd903763dc7ab920f02e890b1.wav,e0c5de2799dfa958c102ecb34fcd416eebd1fe7b6e7727d62063a2699d008197,апиа самоаның астанасы бұл қала уполу аралында орналасқан және оның халқы 40 000-нан сәл төмен,апиа самоаның астанасы бұл қала уполу аралында орналасқан және оның халқы қырық мыңнан сәл төмен,a40177c2da779d1bb1021ee3c611017da1ed599870003809ed9d2676545b1ece,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:7df6b22603880a7200ef,kk,google_fleurs_kk_v1:prompt:1685,d2569eed417e279938e9041e1ec7c1a1959929cba8193100acfd99728d8876da,data/processed/a3/a3be0f2cd1d85ad8a2190c30a0b1167334482ce10f22e402d8ed2939562b8d48.wav,a74efba862e857197954dcfcdd5d17e75d8d600f4c947dc9c5e2477c8b8259c1,мысалы дүние жүзіндегі ең жиі кездесетін фотография түсіру пішімі болып 35 мм табылады ол аналогтық пленка дәуірі бітіп жатқанда басым пленка өлшемі болатын,мысалы дүние жүзіндегі ең жиі кездесетін фотография түсіру пішімі болып отыз бес миллиметр табылады ол аналогтық пленка дәуірі бітіп жатқанда басым пленка өлшемі болатын,a8e1bdd282c9836ce12b41a6f43039d70925adddc0164ffa17614c82a4bdb79d,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:c30bded4315ebce38676,kk,google_fleurs_kk_v1:prompt:1690,df4f3b453486f9df8b6f79ac8d6e7a16d3d6243021329060fcb3cef29ea3b1f7,data/processed/e8/e82423d1c447b43956220e841fefcb4ac155ed007964c8604f2bcb8456dfe45f.wav,3dc4666b6cb982fc8f3512d18a11bbcc46e5b8980a729e5ac6cdd87e20572968,usoc ұйымының атлеттердің және клубтардың әрі олардың спорт түрлерінің мүдделеріне лицензиядан айыру орнына ұйымымызда мағыналы өзгеріс жасау арқылы жақсырақ қызмет көрсетуге болатынымен келіседі,ю эс о си ұйымының атлеттердің және клубтардың әрі олардың спорт түрлерінің мүдделеріне лицензиядан айыру орнына ұйымымызда мағыналы өзгеріс жасау арқылы жақсырақ қызмет көрсетуге болатынымен келіседі,aa93c676326b017bfe24d64c9d9ac427ef9dc1e306e97c3e8765e118f1f3bc52,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:4cfcfbd1c5c9b20e334b,kk,google_fleurs_kk_v1:prompt:1701,8ff36537382ec09671c7291b6cfae2ac4556581be6c1ea02b36802262dff2f4e,data/processed/25/250437ad201ee1d4f2bef8689bcc51cc99290c7f3bbeba8a7f20ada3227ea8d4.wav,27bcfb8370200da000f8836aba4fd2902e8248e6c391dace0b13dbb480e074cd,ешкілер алғаш рет қол үйретілген уақыт иранның загрос тауларында шамамен 10 000 жыл бұрын деп саналады,ешкілер алғаш рет қол үйретілген уақыт иранның загрос тауларында шамамен он мың жыл бұрын деп саналады,52129099225d8dc5a9ababe0e7f5c35940ca7aa976d316bc049ac1839df99865,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:149f854a589b845ae9b4,kk,google_fleurs_kk_v1:prompt:1704,99121f43b5b29946208a8b43e6a485381a2ee59bd021bb91d1182ced18cb40ee,data/processed/74/74d886f053bc50e2d08f9c5e02040afcc3581f4eca32cc2a33b903c020b31444.wav,db8e2f4b68b2f5ef81db0273194c70e10b31f74a4e3e07752574c9246158dfce,1990 жылы ол шөл құмдары қаупіне байланысты қауіп төніп тұрған әлемдік мұралар тізіміне қосылды,бір мың тоғыз жүз тоқсан жылы ол шөл құмдары қаупіне байланысты қауіп төніп тұрған әлемдік мұралар тізіміне қосылды,0ecdf1a253b19e977499633c0953df9e4b9f0065d0780071778237d59c794d53,stage_c_kazakhtts_text_v1
fresh-suite-stage-c-kazakhtts-full-acoustic-gate-v1,9012dcad2065d90072a41c5dd66eac08326156229b6ba08b87f4563998c2026a,64d2f54d59f05eeb9211db7fba3280036798fc94c91b30440122001caca215c9,d1f77e41349f6c787cf2cdbabfc09a1bfd3b153fd006ca4c2ec7d8975cfa9bf0,fresh_suite_v1_kazakhtts_tacotron2_pwg:a6d73ad57500dffa351f,kk,google_fleurs_kk_v1:prompt:1707,37ad68c87402b4d201bff8ab5a67be9a329c398b42214c2095500d2e9383c6a2,data/processed/ec/ec7f3197d0a82845f775fba0f5903da4d84b9599de1777f8c48b3a6d3dbabb89.wav,676fa1d3d5f1022944fea5fb6ece39667e4dc526879df047259722ebbdb990b3,ол оңтүстік африканың негізгі көрнекі жерлерінің бірі болып табылады және оңтүстік африка ұлттық парктерінің sanparks жетекшісі болып есептеледі,ол оңтүстік африканың негізгі көрнекі жерлерінің бірі болып табылады және оңтүстік африка ұлттық парктерінің санпаркс жетекшісі болып есептеледі,28ed28a565a9744e2fff3b4f47bf35420bb92ab8af5bfa3feea0ca35f8963d60,stage_c_kazakhtts_text_v1
