sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ksc_slr102:5f61e24fdd2b2,raw/ksc_slr102/slices/derived-v4-base-450/Audios_flac/5f61e24fdd2b2.flac,984bb89503137a322be581f2635fca7b0f3ce2d16aad8d8cd2abc70c572a09a4,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f61e24fdd2b2,2ab05bacd99da9d34e0390430b52cf1251f98921457a86217ebc078257724f55,4.608,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5a11289688b,raw/ksc_slr102/slices/derived-v4-base-450/Audios_flac/5f5a11289688b.flac,2bcb41d3d9dec7c751171342861d12933925ef73aeba63d78a2d47cf615a0a4d,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5a11289688b,ca1d03e192e2d09e2cd1a865ab3aacbbb498168fbdfd7466c9104e48a8878897,6.656,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f60592009e23,raw/ksc_slr102/slices/derived-v4-base-450/Audios_flac/5f60592009e23.flac,30fe5f5f8c842e60758a87df6ea084ccee06fed756d52f1f43bad411dde3e121,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60592009e23,802ed56f3f42f42f7eb583a682eb8bb0ffe9ee82ac58f297c38e5e532cb54564,3.84,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5c3ca29a059,raw/ksc_slr102/slices/derived-v4-base-450/Audios_flac/5f5c3ca29a059.flac,37428e80187bb5b510f6cc0e19b3a4fb572b93093b20fa3ddc605b887153d569,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5c3ca29a059,d3e42242125709de450a0e362ca3a43a68950819a2e909425abc3c6c2c4adffb,6.7653125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f59b7cb9d275,raw/ksc_slr102/slices/derived-v4-base-450/Audios_flac/5f59b7cb9d275.flac,fa3426a02cb43d1987ff5901c4f91b4c2644230ace164a1c2c56d70daba31217,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f59b7cb9d275,d7c24714f45b42d7dec9a96c6e0a6656b8c04cbadfa1efb9f0780e59477564a2,9.728,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5a35aee8987,raw/ksc_slr102/slices/derived-v4-base-450/Audios_flac/5f5a35aee8987.flac,698b4bd4872df6a96ace8760910eb3fdf96103a7aebc7399757af68bc89a0017,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5a35aee8987,78ece0f67af5f8ff8ec079ea451dc007e417b2ffdb8459c3d5debc3b261e268e,18.5173125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5c507fce783,raw/ksc_slr102/slices/derived-v4-base-450/Audios_flac/5f5c507fce783.flac,2b52ca6ecb2a2a80f8515feaf2b2e9b1952df0daf1ebfeb5fe8a466ede7c6bbc,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5c507fce783,5e8cff2c446593aa3e5c3d108dc26cf131b3d9b715f5966ac072465cb898e30e,6.656,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5c57e9914ea,raw/ksc_slr102/slices/derived-v4-base-450/Audios_flac/5f5c57e9914ea.flac,1f3e2545b99e9887a7a5cf42ae9f44098a9eae5623d3db6a184f3d89d6e30cf3,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5c57e9914ea,cb464a23c757e516b7bf1a735d5dd8291d83ac10ee399a2e5a01fe1b4a90ee2b,4.6613125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f60598dd361d,raw/ksc_slr102/slices/derived-v4-base-450/Audios_flac/5f60598dd361d.flac,a91ca999afa977eecb8ffa87afc2bcd347e375106d9b0681fc262c6cb9da37eb,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60598dd361d,abbeb01c2a88adc9950085a29f8b6a62c0e9407fa96b3437526f2471a16ae666,3.328,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f6059ae7df11,raw/ksc_slr102/slices/derived-v4-base-450/Audios_flac/5f6059ae7df11.flac,ef7c27ddd852ed3c87d60e7e72b085df4a101638f3ffde9e2079cbc9e42fc870,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f6059ae7df11,147e9d925c96ab7f8e811f1b7d13a49c86aca20f984414afb1d40f7dda96b73a,5.2053125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
