sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
google_fleurs_ru_v1:17608171913188414934,processed/c5/c5f4c67e27c0f27f6ba2a933f9fe07c54013d8683cab5d378696c5e3c261e480.wav,109f2607f59633aeabfe8b1ac1ccdbbb18a39fb4846558f0f93f943694e1d407,test,bonafide,ru,false,google_fleurs_ru_v1:prompt:1684,google_fleurs_ru_v1,CC-BY-4.0,Google FLEURS pinned release 4683b04af03d2d9549064c7d72060a9a94bb6046; CC-BY-4.0 attribution retained,google_fleurs_ru_v1:unknown,google_fleurs_ru_v1:prompt:1684,e4ee003262355e1ed8cfd0a7cf2eec682b975042ff57fc4b6e1526c5e2191981,7.98,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-12T20:54:58+05:00
google_fleurs_ru_v1:14951112394941117605,processed/c5/c5a133882ae9c1dae2f6e128208fb423840fca7219ddfaabcbbd6ac00088d2dd.wav,48f8ac3baba5ef582a7dd7a9d35f88d0ea1b2a688030920786ccf97445168fd4,test,bonafide,ru,false,google_fleurs_ru_v1:prompt:1768,google_fleurs_ru_v1,CC-BY-4.0,Google FLEURS pinned release 4683b04af03d2d9549064c7d72060a9a94bb6046; CC-BY-4.0 attribution retained,google_fleurs_ru_v1:unknown,google_fleurs_ru_v1:prompt:1768,c2cb92e79a81736e93a439617b69a088635122b15e74100d5e2a517637515244,13.32,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-12T20:54:58+05:00
google_fleurs_ru_v1:10000611681338527501,processed/08/08d7f2cd51bb0de6d00655368d9926888930a8a2482ee48153c1b099dcc2a7e4.wav,f23aa20a24374e1f15eb3e11e10cc69d11e2737faa463e50c4efeff65d5ec317,test,bonafide,ru,false,google_fleurs_ru_v1:prompt:1819,google_fleurs_ru_v1,CC-BY-4.0,Google FLEURS pinned release 4683b04af03d2d9549064c7d72060a9a94bb6046; CC-BY-4.0 attribution retained,google_fleurs_ru_v1:unknown,google_fleurs_ru_v1:prompt:1819,8ea2cc5114e213681522b3ba14d2c850381228f6abbcd749648d99f83247b6ad,16.92,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-12T20:54:58+05:00
google_fleurs_ru_v1:1412778976181815644,processed/7f/7fdda7eee8574112c1187c66e03ca4464109df461bc9fc3855e50ebf3c81cca0.wav,fdaba4f7b66f64fe5ee0fa852432e1887ce12750615610a473b9d0669618f030,test,bonafide,ru,false,google_fleurs_ru_v1:prompt:1810,google_fleurs_ru_v1,CC-BY-4.0,Google FLEURS pinned release 4683b04af03d2d9549064c7d72060a9a94bb6046; CC-BY-4.0 attribution retained,google_fleurs_ru_v1:unknown,google_fleurs_ru_v1:prompt:1810,a54152d6fca24420809088b7974853e8a43933a95958afa2c5b7b7a82f72dbae,14.4,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-12T20:54:58+05:00
google_fleurs_ru_v1:12730560498691623105,processed/5f/5f0d78a631fc44eb530891176ef4df5526e760ae4223ccac6ff35f489a10e156.wav,e77e966bafdbeb6fd46a36d10fbf814a4519d1cad202e8217cd65b5e1a42ed68,test,bonafide,ru,false,google_fleurs_ru_v1:prompt:1677,google_fleurs_ru_v1,CC-BY-4.0,Google FLEURS pinned release 4683b04af03d2d9549064c7d72060a9a94bb6046; CC-BY-4.0 attribution retained,google_fleurs_ru_v1:unknown,google_fleurs_ru_v1:prompt:1677,dd3107708fe629e58cde872432d9e752875b56e044ad298f0265285d65bab7c6,7.44,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-12T20:54:58+05:00
google_fleurs_ru_v1:3084534182653267135,processed/6d/6d34ef04462e21c00c53b0fb752ddc3d52a75ff8c6cf8d6c4bf526baaf3a357a.wav,445933a69b3da9b3106613e0038dab9547711accf5a04643a41a160192604528,test,bonafide,ru,false,google_fleurs_ru_v1:prompt:1988,google_fleurs_ru_v1,CC-BY-4.0,Google FLEURS pinned release 4683b04af03d2d9549064c7d72060a9a94bb6046; CC-BY-4.0 attribution retained,google_fleurs_ru_v1:unknown,google_fleurs_ru_v1:prompt:1988,d7624b56a475b60af8143d90d4ab2e8f4818a198c4406807eff3a8edecd74a6e,10.56,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-12T20:54:58+05:00
google_fleurs_ru_v1:1939763355001006605,processed/a9/a9edb242ab7211f13c1594d7569723e062cf167b7819f12495d42077b8265877.wav,d2850aba48130549e1dab8fcef7fe5fc86a1618f33631b1a189cebf4f765966e,test,bonafide,ru,false,google_fleurs_ru_v1:prompt:1706,google_fleurs_ru_v1,CC-BY-4.0,Google FLEURS pinned release 4683b04af03d2d9549064c7d72060a9a94bb6046; CC-BY-4.0 attribution retained,google_fleurs_ru_v1:unknown,google_fleurs_ru_v1:prompt:1706,62b0a91d18a81f2a300f9cf5a907ca482e8106d4989bc3118c060c566321b787,13.62,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-12T20:54:58+05:00
google_fleurs_ru_v1:14526443250508745164,processed/1f/1f99c08c789c01a01eea6f1a5b2266ac3ace4abf0cf3c25c7d5a34c498834bf4.wav,6cd664b4c2e694d0d3aeec3b1d8e0681cc756b9bca824fba465d71502bb46e85,test,bonafide,ru,false,google_fleurs_ru_v1:prompt:1745,google_fleurs_ru_v1,CC-BY-4.0,Google FLEURS pinned release 4683b04af03d2d9549064c7d72060a9a94bb6046; CC-BY-4.0 attribution retained,google_fleurs_ru_v1:unknown,google_fleurs_ru_v1:prompt:1745,c24871b0b142320bdf890b5839b64e33407c492b9ee07c6b2df8cefe6e02dcdb,11.94,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-12T20:54:58+05:00
google_fleurs_ru_v1:11867902585934336912,processed/1f/1f3acd945a02b0cb2088ee2342a738002808c0e18d5705d8d87478103ace8f07.wav,fa928357c7be1116dfb5cec929536e68fbd27972f249f2e0cc57a7ede3e58ce0,test,bonafide,ru,false,google_fleurs_ru_v1:prompt:1856,google_fleurs_ru_v1,CC-BY-4.0,Google FLEURS pinned release 4683b04af03d2d9549064c7d72060a9a94bb6046; CC-BY-4.0 attribution retained,google_fleurs_ru_v1:unknown,google_fleurs_ru_v1:prompt:1856,28fcd251eb7fe78ef4be57e95804d0bd8e6fd464eadfdfdfa4405cee15163f9f,12.78,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-12T20:54:58+05:00
google_fleurs_ru_v1:6529277875289879487,processed/a3/a3833dfe12c27538e261b1cb56595519ff0b0a44351cf0911b913636bb1093d0.wav,d0b3031121c92916c7f4851aff14fed751bbbe09def345f32c5f1baaee4ce218,test,bonafide,ru,false,google_fleurs_ru_v1:prompt:1836,google_fleurs_ru_v1,CC-BY-4.0,Google FLEURS pinned release 4683b04af03d2d9549064c7d72060a9a94bb6046; CC-BY-4.0 attribution retained,google_fleurs_ru_v1:unknown,google_fleurs_ru_v1:prompt:1836,08a30c06e85ab8542d3533825fe28392c89a1683f5d80bccdcd408e9d5443af4,18.12,,,,,,unknown,read_speech_corpus,16000,wav,,,2026-08-12T20:54:58+05:00
