protocol_id,text_hash,label,sample_id,relative_path,audio_sha256,input_transcript
fleurs-kk-silero-v4-acoustic-quality-v1,043eced9275fba5c6f9ffd129bb97c77bf29aaabd679e45dbfa52b7f971ae249,bonafide,google_fleurs_kk_v1:8279540564397689609,processed/00/00adce14c3adb271b285e66b3f0eab9bdb482c66c4e21aee2b8f448c3a669e5b.wav,520efd06838213d983b88c0298377ba8f577e46cf3fdbcf373b8226dd619dbca,оливер сакс өзінің «президенттің сөзі» деген мақаласында мидың зақымдануы салдарынан сөзді түсінбейтін адамдар соған қарамастан шынайылықты қалай бағалай алатыны көрсетілген
fleurs-kk-silero-v4-acoustic-quality-v1,043eced9275fba5c6f9ffd129bb97c77bf29aaabd679e45dbfa52b7f971ae249,spoof,fleurs_ru_kk_v1_silero_v4:a8178027e3839777,processed/cf/cfcebcec33492eda1c05e33669f27a904af5431153faa1a8cee872e2ba67573a.wav,ceda9305883746edda76258049a7be25d230fcfc1819df772b2fb2e5619d8b2d,оливер сакс өзінің «президенттің сөзі» деген мақаласында мидың зақымдануы салдарынан сөзді түсінбейтін адамдар соған қарамастан шынайылықты қалай бағалай алатыны көрсетілген
fleurs-kk-silero-v4-acoustic-quality-v1,08910cd19d1c27bf1c54f52f23ae38af110abad0679be41e50381ab1c41c5f86,bonafide,google_fleurs_kk_v1:1557497511948704471,processed/13/13c29fb4b535a869d5406dff400adf2a1f94a867a6d61b5360702f3a38f774c2.wav,78c2b25fa269692c5c8a91ced98e99b79291543db18a680a740bd414e014b032,орташа деңгейдегі батсмендер сачин тендулкар мен рахул дравид жақсы өнер көрсетіп жүздеген серіктестік қатынас жасады
fleurs-kk-silero-v4-acoustic-quality-v1,08910cd19d1c27bf1c54f52f23ae38af110abad0679be41e50381ab1c41c5f86,spoof,fleurs_ru_kk_v1_silero_v4:086bfb4472b6fe9c,processed/e5/e5aeadd9f393b37c8e847f2f39063aa89ddda789288fa66be3e335dceafd45c3.wav,0fa492737cf61c35acaaa7f50fbb30daed11c1671726af5f89de4233e1228f25,орташа деңгейдегі батсмендер сачин тендулкар мен рахул дравид жақсы өнер көрсетіп жүздеген серіктестік қатынас жасады
fleurs-kk-silero-v4-acoustic-quality-v1,0b36b727b7caa42335f61047abc2a35d9450444483100315e63cc0d0f52e4d02,bonafide,google_fleurs_kk_v1:2508642953820087179,processed/83/8338b8e4c04c9f08bd4bddb8f9512c6ba80cfadabde4db750db13d82ce81fee9.wav,a424d07e5904751fe498361a144224e8733899fcedb0ff941d21595066d42f7e,жерсерік ғарышқа зымыранмен жіберілді ғалымдар ғарышта телескоптарды пайдаланады өйткені жердің атмосферасы біраз жарық пен көріністі бұрмалайды
fleurs-kk-silero-v4-acoustic-quality-v1,0b36b727b7caa42335f61047abc2a35d9450444483100315e63cc0d0f52e4d02,spoof,fleurs_ru_kk_v1_silero_v4:5400c039ee89b91f,processed/27/274c53593fa31f450c68f3d7e2be9a6bb58e1c91f06bdfe428c4a2a3e9f0b5ff.wav,dc828abbcaa9d3e3e6b5049463cdc584ea7d3344ee97bd62bbbc91dd83f2457b,жерсерік ғарышқа зымыранмен жіберілді ғалымдар ғарышта телескоптарды пайдаланады өйткені жердің атмосферасы біраз жарық пен көріністі бұрмалайды
fleurs-kk-silero-v4-acoustic-quality-v1,0c5127dbe031c8111ccaffcbc5b76a868ba99afef7e2dbf9c188521b0f31ed75,bonafide,google_fleurs_kk_v1:8985760214127870750,processed/f7/f7f5b9c061e94dbe1fe7f37c785f6a65044e6d3f4fa6add25404bc98233b2183.wav,e527e2a08e51876ac8967eec4354322c2255f7e1bbd52949ee820df3146c5070,бәрібір билік органдарынан кеңес алыңыз барлық белгілерді ескеріңіз және қауіпсіздік туралы ескертулерге ерекше көңіл бөліңіз
fleurs-kk-silero-v4-acoustic-quality-v1,0c5127dbe031c8111ccaffcbc5b76a868ba99afef7e2dbf9c188521b0f31ed75,spoof,fleurs_ru_kk_v1_silero_v4:991b27a154c69832,processed/01/01399b6b6ba975d3119dbe5a46f675cba68fdb98e84afd006ca8ac1300fefb36.wav,25751775679ca497293d0f948df93f8c6a37a1290ab0d2f59bccf6212dc71b2f,бәрібір билік органдарынан кеңес алыңыз барлық белгілерді ескеріңіз және қауіпсіздік туралы ескертулерге ерекше көңіл бөліңіз
fleurs-kk-silero-v4-acoustic-quality-v1,0cd26931fa77facbcf0f21933993d9ae889317ceffc7433cc0b1c23f67a07358,bonafide,google_fleurs_kk_v1:2361349675354639429,processed/73/730cf7d70f67216be9be5c347156bc939188507afbef2df1aa0834f7c298dc12.wav,f2029a96dcdd67eabaf48c754418b901b623b3bcbd385b4617b47ff1569a2fdd,қала африкадағы ең арзан тау горилласы саудасының орталығы болумен қатар ньирагонго жанартауына шығуда негізгі қала қызметін атқарады
fleurs-kk-silero-v4-acoustic-quality-v1,0cd26931fa77facbcf0f21933993d9ae889317ceffc7433cc0b1c23f67a07358,spoof,fleurs_ru_kk_v1_silero_v4:3a85d1899a9560ab,processed/93/932eee410ae65ec220716c575b05a9d138c7be56dc95aaeafdf80acd70fccfa5.wav,b2a26597146f84807172a057fef937bc16c49002dd8e1f74bd65e94e7726c8ad,қала африкадағы ең арзан тау горилласы саудасының орталығы болумен қатар ньирагонго жанартауына шығуда негізгі қала қызметін атқарады
fleurs-kk-silero-v4-acoustic-quality-v1,0e066d0fe9378f99bdd5f0503bf177b09c0c2b7a9256511b76171f980c2ef9a1,bonafide,google_fleurs_kk_v1:185218502349541926,processed/40/408a19a518eeab5831fa162cee03648f0ca0d64fef708a316a25f8963e348a54.wav,387cfcb292f0f598f6fccbbe56bb28d9207b2300c21c0e9b18211fb114ad11d8,итальян тілі мемлекетте жұмыс істейтіндердің көпшілігі қолданатын күнделікті тілі ал латын тілі діни рәсімдерде жиі қолданылады
fleurs-kk-silero-v4-acoustic-quality-v1,0e066d0fe9378f99bdd5f0503bf177b09c0c2b7a9256511b76171f980c2ef9a1,spoof,fleurs_ru_kk_v1_silero_v4:e9275bb927372274,processed/fb/fb80d11e02343f2e6a4dd9bdd4e6937dfd721d5bff1fcd4d4e85cf33c6ac8ea8.wav,e06b41583c060fe5a7adfee43f7a978d89c7e218b9e97675207bbe76f1e73369,итальян тілі мемлекетте жұмыс істейтіндердің көпшілігі қолданатын күнделікті тілі ал латын тілі діни рәсімдерде жиі қолданылады
fleurs-kk-silero-v4-acoustic-quality-v1,0f7d827b4990fac72d8cb6e7c03a90261ee1716cc1c5f83db7d3b948b55d150b,bonafide,google_fleurs_kk_v1:1012620404977445825,processed/8b/8b7f69cfa64262399a65988bc51efa3618420574c51df97b17af8d2857b4c4b3.wav,47c543d5665c308060ed88c670af8464fed11fd4767e5b3738e3cf6fce3d21aa,олар қауіпсіз жүзуге арналған құмды жағажайлардың барлығына дерлік және олардың көпшілігінде похутукава ағаштарымен қамтамасыз етілген
fleurs-kk-silero-v4-acoustic-quality-v1,0f7d827b4990fac72d8cb6e7c03a90261ee1716cc1c5f83db7d3b948b55d150b,spoof,fleurs_ru_kk_v1_silero_v4:6d65d9670fb7727a,processed/4c/4c8f5e04e564dd023b83885538abad99225d834f73d52d0642bc279f4284f0d8.wav,a6e97109284a2146fcb9ba204dff2f65783a0537c7718acf385d7ab78f81fe3c,олар қауіпсіз жүзуге арналған құмды жағажайлардың барлығына дерлік және олардың көпшілігінде похутукава ағаштарымен қамтамасыз етілген
fleurs-kk-silero-v4-acoustic-quality-v1,0ff1ce5e7d5e3e41d4b90c71478941f4487ec624fb617f596989f1a11dfc07a3,bonafide,google_fleurs_kk_v1:8481884831392370547,processed/ec/ecce2203b969ec87311986990f155045c65f38083f3cbd10ef212a2bc58e7973.wav,56147fd25729756dc8aac812bb0371c7fece18718e057164b0671aa1b38df340,кейбір адамдар оныкі дұрыс деп ойлады бірақ көп адам қарама-қарсы нәрсеге сенді; күн жүйесі соның ішінде күн және тіпті басқа жұлдыздар жерді айналды деп ойлады
fleurs-kk-silero-v4-acoustic-quality-v1,0ff1ce5e7d5e3e41d4b90c71478941f4487ec624fb617f596989f1a11dfc07a3,spoof,fleurs_ru_kk_v1_silero_v4:ba8e12a9d13cbb86,processed/c7/c7e23025ec13d886e64066a5b362d2d2f5b6ba8ef6e765034740ec6873cec187.wav,03a3a15fc2c9494305bd2afcb2bb8c7ed35f6750d8689e2e9f5f5ed09ad76d45,кейбір адамдар оныкі дұрыс деп ойлады бірақ көп адам қарама-қарсы нәрсеге сенді; күн жүйесі соның ішінде күн және тіпті басқа жұлдыздар жерді айналды деп ойлады
fleurs-kk-silero-v4-acoustic-quality-v1,10f4c55ff0e14f05c677f5d6056e594e378e9808eb7b350a89686368cd85cecd,bonafide,google_fleurs_kk_v1:12132517779672439413,processed/e7/e7db0b34953401e6adde8c3c6f51fe555930133fafbb6e1b2e71438405f92c79.wav,bdaae8bc6424381a650e66c63d7273697ea4abd4eefa955fb52e025d1707e468,кішірек аралдардың көпшілігі тәуелсіз ұлттар болып табылады немесе франциямен байланысты және қымбат жағажай курорттары ретінде белгілі
fleurs-kk-silero-v4-acoustic-quality-v1,10f4c55ff0e14f05c677f5d6056e594e378e9808eb7b350a89686368cd85cecd,spoof,fleurs_ru_kk_v1_silero_v4:66a187528ccbdd47,processed/6c/6c15f76f32117e2c43608cd0ecbe2b04c25077b52494fca6c0c500c5a21910e6.wav,d7915f8757fe101ee7388e3f927b5f8569d36a2db2d1ca4257b3943bd8bac0b9,кішірек аралдардың көпшілігі тәуелсіз ұлттар болып табылады немесе франциямен байланысты және қымбат жағажай курорттары ретінде белгілі
fleurs-kk-silero-v4-acoustic-quality-v1,13cd80d994c0af4ef0c5dee44864991692483df7fdb618b29bd1c5e635b3b4b4,bonafide,google_fleurs_kk_v1:12499343535907906459,processed/b7/b71bdcd2096f040d1d6fee4965b5c196ea42c5ab5b431db23d620bf5279815df.wav,20fbb2b1d7d184d53a3b3983634069f202fa0da41b7f1508a928268538ba2c2f,нәтижесінде орындаушылар сахнада каннабисті шекті және театрдың өзі аудиоторияны қосылуға шақырды
fleurs-kk-silero-v4-acoustic-quality-v1,13cd80d994c0af4ef0c5dee44864991692483df7fdb618b29bd1c5e635b3b4b4,spoof,fleurs_ru_kk_v1_silero_v4:3c1702b694cb9854,processed/32/32e6e692cb47a135bbb96a13fcf3438f779a7ae84c44f14f675db87b87dadea9.wav,e7e766e207dd6463b07c777348256952ae54bee2079f46ca1613455e066d1bd5,нәтижесінде орындаушылар сахнада каннабисті шекті және театрдың өзі аудиоторияны қосылуға шақырды
fleurs-kk-silero-v4-acoustic-quality-v1,17c05fa7ebb4080f34232916fcc43e4cdbab9170a65d074e138c0be9b055e2df,bonafide,google_fleurs_kk_v1:4194173425644122902,processed/50/501c4a23d9764c6be985d7ef5707fb2d3ce9f800c3c6e40b2006371b6526a3c0.wav,d264b5c4803c80227ccaba6205c4fc0db1969eed2ce02ae460701e33d7b445e1,«сафари» терминінің кең таралған мағынасы африканың таң қалдыратын жабайы табиғатын әсіресе саваннаны көруге жер бетімен саяхаттауды білдіреді
fleurs-kk-silero-v4-acoustic-quality-v1,17c05fa7ebb4080f34232916fcc43e4cdbab9170a65d074e138c0be9b055e2df,spoof,fleurs_ru_kk_v1_silero_v4:4f395dddd9be8cb1,processed/8a/8ad88818b477912ef1df54d1641de8e7b76feee38ac0e05ed276cc1480ebea01.wav,5b15407c9337801eb88a700a3ef1425880a0bfd7336cba4c5c889d33decc8854,«сафари» терминінің кең таралған мағынасы африканың таң қалдыратын жабайы табиғатын әсіресе саваннаны көруге жер бетімен саяхаттауды білдіреді
fleurs-kk-silero-v4-acoustic-quality-v1,17e2bc279be15da1fb974e4f3496e62f01ff0d454c855ec5f749457047740bbe,bonafide,google_fleurs_kk_v1:3940757202864967611,processed/50/502a0e62cbbcabd16c85d990c2ca5e2e94cde3e8f3aacc6bfbc6a22178bba16e.wav,6501ecc2edf2b99f6fa3ce93da420ec57972eb6c7b8acd1363aa96dcd6beb042,құрылыс ағаштары бұл оқыту әдісі емес жаңа компьютерлік бағдарламаны пайдалану немесе жаңа жобаны бастау секілді жаңа оқу тәжірибесінен өтіп жатқан жеке тұлғаларға қолдау көрсететін көмек түрі
