sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ksc_derived_kk_v2_kazemotts:d14309bd1bb3b516,raw/ksc_derived_kk_v2_kazemotts/slices/kazemotts-402/kazemotts_gradtts_hifigan/5f609772612b1.wav,03568252cdf9d12887f37524e28dd862868d5451900de28fee1615c3915883fb,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M1:angry,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f609772612b1; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M1:angry,ksc_slr102:5f609772612b1,298d6de01db794ef96c5033a12f9f9dd71922a6552312701d19810646d3a9a49,7.743854875283446,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M1:angry,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=1350806470,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:fe36ef2c96cf3fb2,raw/ksc_derived_kk_v2_kazemotts/slices/kazemotts-402/kazemotts_gradtts_hifigan/5f59b90159ca5.wav,e79d4d7ada0db186793786849fbb1cff45793ffc5450984f0ddae269b1971665,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M1:surprise,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f59b90159ca5; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M1:surprise,ksc_slr102:5f59b90159ca5,ffd1092441a41c935be11932abb5d3f86f3c1c59c358ed7def09ea30b1f7bed4,4.876190476190477,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M1:surprise,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=1971897115,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:1ada64eacabb3ef8,raw/ksc_derived_kk_v2_kazemotts/slices/kazemotts-402/kazemotts_gradtts_hifigan/5f59ef2b0adae.wav,ed40a19a47d5ef73face14318cf671d65915e1dc8d088428eb40127810b462c3,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M1:fear,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f59ef2b0adae; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M1:fear,ksc_slr102:5f59ef2b0adae,d7e776ee47484e3930cc80fba7b7b52e033a719bec08d69006f5af46192fdc06,10.588299319727891,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M1:fear,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=2030871625,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:0366b3d1e8a03ae5,raw/ksc_derived_kk_v2_kazemotts/slices/kazemotts-402/kazemotts_gradtts_hifigan/5f5794ab0797e.wav,1e83f74ec0003875eb187e3c3333920888fe44c4f02e9081850de020485163f0,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M1:happy,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5794ab0797e; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M1:happy,ksc_slr102:5f5794ab0797e,3059c781f6197785118855e71202611b50f8803ea7cbaa97f2b93947080dbc20,12.57360544217687,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M1:happy,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=1772395131,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:3f2b8fbd3745d060,raw/ksc_derived_kk_v2_kazemotts/slices/kazemotts-402/kazemotts_gradtts_hifigan/5f60e54c9408d.wav,01299f932e19a5371306864547340e462fd34d0f68868f6e11ad54089d6a5544,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M1:neutral,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f60e54c9408d; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M1:neutral,ksc_slr102:5f60e54c9408d,372f96731b0cd12c632cffbd3ab5023c5800bcff41d8db5e17e9a9f77fbf0317,4.1099319727891155,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M1:neutral,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=1974824829,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:03f0f1fdd7c5c082,raw/ksc_derived_kk_v2_kazemotts/slices/kazemotts-402/kazemotts_gradtts_hifigan/5f60bdff3db12.wav,3c21cc8586e7c5451e2d39c4c816450b525a25b98846f9408b0ecb34a675370e,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:M1:sad,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f60bdff3db12; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:M1:sad,ksc_slr102:5f60bdff3db12,033abffbd76db2db5bba0f84a68086a6c67972472533aebffc69b1b09e42d616,3.5294331065759637,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:M1:sad,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=1424675668,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:1d385311277fc6e6,raw/ksc_derived_kk_v2_kazemotts/slices/kazemotts-402/kazemotts_gradtts_hifigan/5f9fc05b6acac.wav,d597efa65db52a3a9ab6006e45a23149210485040a13106365a2b3692ad0af1d,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:F1:angry,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f9fc05b6acac; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:F1:angry,ksc_slr102:5f9fc05b6acac,9088c8ea13d56f6fb19493fc345cc7da0656fbe670b83c1aad7e0328dc3ee2be,2.078185941043084,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:F1:angry,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=626935570,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:33149e9a838b5c51,raw/ksc_derived_kk_v2_kazemotts/slices/kazemotts-402/kazemotts_gradtts_hifigan/5f5a580ad3305.wav,d07a0d3b5707817ef5ebaee5e10da76f7d8845b36d4abaab7341d48791722016,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:F1:surprise,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5a580ad3305; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:F1:surprise,ksc_slr102:5f5a580ad3305,3eb3685849d6440cd1ef90519476a6025d988f3d7ac1c7f669d967dc8b4e7010,2.7980045351473923,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:F1:surprise,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=128061586,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:00c86f8d916f127f,raw/ksc_derived_kk_v2_kazemotts/slices/kazemotts-402/kazemotts_gradtts_hifigan/5f5f3c9837c70.wav,ad521820b0a57a6f86740515dc21800cd9d9dad4e70d98f582b5a3acdcb4c981,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:F1:fear,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f5f3c9837c70; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:F1:fear,ksc_slr102:5f5f3c9837c70,06a5b8a8cc447df6a23b2242dbb9760b1cf7c5bd95c8eb997b02852e46e83ce4,2.589024943310658,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:F1:fear,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=606534727,2026-08-10T00:00:00Z
ksc_derived_kk_v2_kazemotts:76d1424ff1a5b9e1,raw/ksc_derived_kk_v2_kazemotts/slices/kazemotts-402/kazemotts_gradtts_hifigan/5f61c28e515c4.wav,d2d7c614622690280cb2fb250a5adcec4f42d98159ff5390d877799203bdeaaa,test,spoof,kk,unknown,ksc_derived_kk_v2_kazemotts:profile:kazemotts_gradtts_hifigan:F1:happy,ksc_derived_kk_v2_kazemotts,KSC text CC-BY-4.0; KazEmoTTS model CC-BY-4.0,Offline derivative for personal research from KSC transcript ksc_slr102:5f61c28e515c4; KazEmoTTS dataset and model CC-BY-4.0; upstream source archive used only for local inference; no voice cloning,ksc_derived_kk_v2_kazemotts:synthetic-voice:kazemotts_gradtts_hifigan:F1:happy,ksc_slr102:5f61c28e515c4,2d3a37705cee1f3dbeaea0df09ed5a898ea5163a7bcec041507298e2a7c8bc5d,4.655600907029479,gradtts_hifigan_emotional_tts,ISSAI KazEmoTTS Grad-TTS + HiFi-GAN,KazEmoTTS source-revision-0db250b2ebd95c0de7f8fb7ccba9fd65d4815115; checkpoints-2024-03-11,kazemotts_gradtts_hifigan:F1:happy,not_applicable:pretrained-tts-no-local-voice-cloning,local_cuda_kazemotts_gradtts_hifigan,offline_neural_tts,22050,wav,none,tts_seed=918444169,2026-08-10T00:00:00Z
