sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ksc_slr102:5f5fb1d613d84,raw/ksc_slr102/slices/derived-v1-base-1000/Audios_flac/5f5fb1d613d84.flac,11bff9053321b130e756d87f055475ac39c715c3fec307a117a42e94de457c8b,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5fb1d613d84,f0be274f7d162da60082e646f61af1b7bfca2b1fcecd203c6084642c238377ed,9.2913125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f58c7b5eb0b7,raw/ksc_slr102/slices/derived-v1-base-1000/Audios_flac/5f58c7b5eb0b7.flac,cd0c9136182dee91cd9374e9ab80c1961d4d4ac832c1f4ed3d401e0883d15144,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f58c7b5eb0b7,f5f35825e935c7b9c1ba78eceefb16a602067b95fea8b60555604efa1260a533,5.8026875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f58e1781860f,raw/ksc_slr102/slices/derived-v1-base-1000/Audios_flac/5f58e1781860f.flac,3b632e083988a3f65511a1d345b0433dddbf5eb2f231066a1c9cc90d991907b7,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f58e1781860f,7829cb0529725dfb9eababd252e381c982f20048f9d7fbf85e2c6b752774f095,6.4,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f60ffe6edf86,raw/ksc_slr102/slices/derived-v1-base-1000/Audios_flac/5f60ffe6edf86.flac,f89f9154d0bb9a1609edec04145a0801097cbc0a1c61fa035aae4b25d6d9390b,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60ffe6edf86,ea1099d7d88af1ff66d339cad831924b99db0ce6acdde80fbe3ae3955aee28e2,6.4,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f6065fa450e5,raw/ksc_slr102/slices/derived-v1-base-1000/Audios_flac/5f6065fa450e5.flac,75f00de7768ec7fa8d19ec003eccc9d183700e67be9a77a903855d78a8be3a5d,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f6065fa450e5,821f7b5ee426b942a7c01a180b37e75836cad5760f8effa2be55886148526a7e,4.608,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5af5502428c,raw/ksc_slr102/slices/derived-v1-base-1000/Audios_flac/5f5af5502428c.flac,8e04741f6f18a63947615cfbc4bb8d7cd4abbe5f5422a3306d9cb14842c0cff7,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5af5502428c,0a71ca755e3f9881d8f51e8ca40cef7925bff66853903c112f27228b9ca455a3,8.448,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f60adc498209,raw/ksc_slr102/slices/derived-v1-base-1000/Audios_flac/5f60adc498209.flac,f37ea37ee3ce2a5fe7801e698a84daabb721e7aa95980be37c872975f8c897e7,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60adc498209,e4da2bf7ff022edc1d6a8b1a9b90485a0353949eceebad5df37c811e5d1e4fb2,9.8986875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f5684d64a822,raw/ksc_slr102/slices/derived-v1-base-1000/Audios_flac/5f5684d64a822.flac,dc571b239dd912fdca60370baaf28f997e8043c7b5957ca42fdb97ef864ce522,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f5684d64a822,8262b5af37e9fbcaf4d0314255e212a29c0f586c16a05d2202afa5d6ff0ebf4a,7.5946875,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f57a2ed05064,raw/ksc_slr102/slices/derived-v1-base-1000/Audios_flac/5f57a2ed05064.flac,d2967e5783dc477b4884cec526f10c7ad0d6de301a34464d0f2f4a17e5a3d8eb,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f57a2ed05064,bf924317c7f64b8b64d751335a9ca2ad50f340e2c77d105f86c5e6809530c30b,6.3158125,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
ksc_slr102:5f60bf2667515,raw/ksc_slr102/slices/derived-v1-base-1000/Audios_flac/5f60bf2667515.flac,880c33f989407ead2c23daf9ae88ce198751c79c6343f94c4d882e6321f22143,test,bonafide,kk,unknown,ksc_slr102:source-split:test,ksc_slr102,https://creativecommons.org/licenses/by/4.0/,"OpenSLR SLR102 / KSC, CC-BY-4.0; attribution retained",ksc_slr102:source-split:test:speaker-unknown,ksc_slr102:5f60bf2667515,9f1e200bfc7601467e147925ff62acf1e00053a3811141c38a6fd4c1412de30b,19.968,,,,,,unknown,crowdsourced_web_recording,16000,flac,,,2026-08-10T00:00:00Z
