sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a6f316cff,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/94/94965d5e61463cc52ef5ebfc12aa3325878172112382c5fc9cafe013335def7a.wav,e6fe1c2499e70169dabf74f7bd7b7f52c0e39625fb3a0e30407a468bed32647b,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-piper-issai-high-v1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-piper-issai-high-v1:voice:ISSAI_KazakhTTS2_M2,xlsr-sls-model-v4:text:94965d5e61463cc52ef5ebfc12aa3325878172112382c5fc9cafe013335def7a,94965d5e61463cc52ef5ebfc12aa3325878172112382c5fc9cafe013335def7a,4.133151927437642,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,ISSAI_KazakhTTS2_M2,,local_cpu_piper,v4_offline_text_only_tts:kk-piper-issai-high-v1,22050,wav,,743628347,2026-08-14T18:57:00Z
xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_03_117,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/fd/fdd57611fc82e8f1f0769e5dcf6155c0e2bdcd1f6b1d85ef8e1ebeb3aa99a56a.wav,02fca0e30c7675d15bef1b262672a349d041ffa310c3f69fbdfe94fee2fabb9b,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-piper-issai-high-v1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-piper-issai-high-v1:voice:ISSAI_KazakhTTS_M1_Iseke,xlsr-sls-model-v4:text:fdd57611fc82e8f1f0769e5dcf6155c0e2bdcd1f6b1d85ef8e1ebeb3aa99a56a,fdd57611fc82e8f1f0769e5dcf6155c0e2bdcd1f6b1d85ef8e1ebeb3aa99a56a,10.24,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,ISSAI_KazakhTTS_M1_Iseke,,local_cpu_piper,v4_offline_text_only_tts:kk-piper-issai-high-v1,22050,wav,,1872061089,2026-08-14T18:57:02Z
xlsr_sls_model_v4_kk_spoof:Train/radio/01_55_261,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/08/08a438a039c2bfa9962adea4a2020b8689c12a9b2ab57b52d7cbb467204fa26c.wav,302a843dfd5db200f0ffa9fa115e03f977bf6f2d925f83fd99814de1d96860d2,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-piper-issai-high-v1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-piper-issai-high-v1:voice:ISSAI_KazakhTTS2_F3,xlsr-sls-model-v4:text:08a438a039c2bfa9962adea4a2020b8689c12a9b2ab57b52d7cbb467204fa26c,08a438a039c2bfa9962adea4a2020b8689c12a9b2ab57b52d7cbb467204fa26c,1.172607709750567,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,ISSAI_KazakhTTS2_F3,,local_cpu_piper,v4_offline_text_only_tts:kk-piper-issai-high-v1,22050,wav,,1175463924,2026-08-14T18:57:03Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_20_355,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/db/db931b09375c2548dcf282ef969d197ac2bcbdd1a83a06f51c99968a6d81e292.wav,64d9b09e13b4ff6b443ba51e94742fc56218b21e19162a9ebb016431fe870a47,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-piper-issai-high-v1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-piper-issai-high-v1:voice:ISSAI_KazakhTTS_F1_Raya,xlsr-sls-model-v4:text:db931b09375c2548dcf282ef969d197ac2bcbdd1a83a06f51c99968a6d81e292,db931b09375c2548dcf282ef969d197ac2bcbdd1a83a06f51c99968a6d81e292,4.748480725623582,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,ISSAI_KazakhTTS_F1_Raya,,local_cpu_piper,v4_offline_text_only_tts:kk-piper-issai-high-v1,22050,wav,,1483782515,2026-08-14T18:57:05Z
xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_05_360,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/78/78827aa18009ff8e87ea5703c48bf4945e38806b2db1fefb2c7c77672ffb3a8f.wav,a87318b26ac9d4928e99de6c2af4e50be85c16158cc169e953e5ca95414eaa88,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-piper-issai-high-v1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-piper-issai-high-v1:voice:ISSAI_KazakhTTS2_F1,xlsr-sls-model-v4:text:78827aa18009ff8e87ea5703c48bf4945e38806b2db1fefb2c7c77672ffb3a8f,78827aa18009ff8e87ea5703c48bf4945e38806b2db1fefb2c7c77672ffb3a8f,6.942766439909297,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,ISSAI_KazakhTTS2_F1,,local_cpu_piper,v4_offline_text_only_tts:kk-piper-issai-high-v1,22050,wav,,308427311,2026-08-14T18:57:07Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_10_314,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/8a/8a5c5edac21c7f594b74b8c6020f8d5ef218ed8ce8384f03f2d309705774f1a4.wav,8e8bd5494d1777e636c440501dbcbb9762b84cb94c209fa56b64776155ac22cb,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-piper-issai-high-v1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-piper-issai-high-v1:voice:ISSAI_KazakhTTS2_F2,xlsr-sls-model-v4:text:8a5c5edac21c7f594b74b8c6020f8d5ef218ed8ce8384f03f2d309705774f1a4,8a5c5edac21c7f594b74b8c6020f8d5ef218ed8ce8384f03f2d309705774f1a4,6.594467120181406,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,ISSAI_KazakhTTS2_F2,,local_cpu_piper,v4_offline_text_only_tts:kk-piper-issai-high-v1,22050,wav,,235550087,2026-08-14T18:57:09Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_03_809,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/22/22d10094229c3dacae0f665ff8a9e51474883330137b00963c6a43f862ede08c.wav,f3f92d8415b7aa9982cc39e1a709d5e54accdb2d0bdc41d377a235e8066dd327,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-piper-issai-high-v1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-piper-issai-high-v1:voice:ISSAI_KazakhTTS2_M2,xlsr-sls-model-v4:text:22d10094229c3dacae0f665ff8a9e51474883330137b00963c6a43f862ede08c,22d10094229c3dacae0f665ff8a9e51474883330137b00963c6a43f862ede08c,2.9837641723356008,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,ISSAI_KazakhTTS2_M2,,local_cpu_piper,v4_offline_text_only_tts:kk-piper-issai-high-v1,22050,wav,,1771953399,2026-08-14T18:57:11Z
xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_27_538,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/91/917a1a9368d060aa17a64283fad0938537f357c21713b1c3bf7cd3a80dc4dde8.wav,d8cb53cebd765318bb21f1c6aa9dfdfb194a10430d951591d03ef244584bdd9e,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-piper-issai-high-v1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-piper-issai-high-v1:voice:ISSAI_KazakhTTS_M1_Iseke,xlsr-sls-model-v4:text:917a1a9368d060aa17a64283fad0938537f357c21713b1c3bf7cd3a80dc4dde8,917a1a9368d060aa17a64283fad0938537f357c21713b1c3bf7cd3a80dc4dde8,9.961360544217687,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,ISSAI_KazakhTTS_M1_Iseke,,local_cpu_piper,v4_offline_text_only_tts:kk-piper-issai-high-v1,22050,wav,,85483767,2026-08-14T18:57:13Z
xlsr_sls_model_v4_kk_spoof:Train/radio/01_52_130,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/d2/d295bd245a6e6cbe2273ef23cf48f03fbd7af94e1de2b67d6a27fee73fc02dcd.wav,222fe54a13f540e800dc2a48afbd9f6eda85ae6677ad75789734fac3bbb6aec1,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-piper-issai-high-v1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-piper-issai-high-v1:voice:ISSAI_KazakhTTS2_F3,xlsr-sls-model-v4:text:d295bd245a6e6cbe2273ef23cf48f03fbd7af94e1de2b67d6a27fee73fc02dcd,d295bd245a6e6cbe2273ef23cf48f03fbd7af94e1de2b67d6a27fee73fc02dcd,5.7817687074829935,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,ISSAI_KazakhTTS2_F3,,local_cpu_piper,v4_offline_text_only_tts:kk-piper-issai-high-v1,22050,wav,,428535876,2026-08-14T18:57:15Z
xlsr_sls_model_v4_kk_spoof:Train/radio/01_83_384,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/0d/0d47bd51a67222d4995693963daa6a8991e3eeb27dfba0e4110a3c1768686186.wav,6be1eef801943f2a9ef7faefae59350c4ecb36a5ef349c9da81718fd2131844f,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-piper-issai-high-v1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-piper-issai-high-v1:voice:ISSAI_KazakhTTS_F1_Raya,xlsr-sls-model-v4:text:0d47bd51a67222d4995693963daa6a8991e3eeb27dfba0e4110a3c1768686186,0d47bd51a67222d4995693963daa6a8991e3eeb27dfba0e4110a3c1768686186,6.548027210884354,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,ISSAI_KazakhTTS_F1_Raya,,local_cpu_piper,v4_offline_text_only_tts:kk-piper-issai-high-v1,22050,wav,,1158361477,2026-08-14T18:57:17Z
xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fd0383408c60,raw/v4/xlsr_sls_model_v4_kk_spoof_raw_v1/kk-piper-issai-high-v1/d1/d176126094416f616421e515080d59a251828fce1e3b129a69cb401c182d6f8b.wav,54a6bcdd5e6ca3188a3d306727e0c99782aed2d813a03b112c3305f176f2c746,train,spoof,kk,unknown,xlsr_sls_model_v4_kk_spoof:route:kk-piper-issai-high-v1,ksc_derived_kk_v1,KSC text CC-BY-4.0; Piper voice CC-BY-4.0; MMS-TTS model CC-BY-NC-4.0,Frozen KSC2 CC-BY-4.0 text plus hash-pinned local text-only TTS route; personal research; no reference audio or cloning,xlsr-sls-model-v4:kk-piper-issai-high-v1:voice:ISSAI_KazakhTTS2_F1,xlsr-sls-model-v4:text:d176126094416f616421e515080d59a251828fce1e3b129a69cb401c182d6f8b,d176126094416f616421e515080d59a251828fce1e3b129a69cb401c182d6f8b,5.143219954648526,piper_neural_tts,Piper kk_KZ-issai-high,piper-tts-1.6.0; voices-revision-ea046e8458f6acd997706d6e6066a022b42f6fb1,ISSAI_KazakhTTS2_F1,,local_cpu_piper,v4_offline_text_only_tts:kk-piper-issai-high-v1,22050,wav,,11586787,2026-08-14T18:57:19Z
